rank,name,lowercase,gender,source_name,source,source_priority,frequency_code,source_row
723,Bhud,bhud,,bhud,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,848
724,Bhuli,bhuli,,bhuli,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,855
725,Bhup,bhup,,bhup,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,859
726,Bhura,bhura,,bhura,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,865
727,Bhure,bhure,,bhure,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,867
728,Bhuri,bhuri,,bhuri,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,868
729,Bidur,bidur,,bidur,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,875
730,Bigan,bigan,,bigan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,876
731,Biitu,biitu,,biitu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,877
732,Bikki,bikki,,bikki,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,882
733,Bilal,bilal,,bilal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,884
734,Bilke,bilke,,bilke,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,885
735,Bima,bima,,bima,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,887
736,Binda,binda,,binda,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,892
737,Bindi,bindi,,bindi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,894
738,Binja,binja,,binja,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,899
739,Binnu,binnu,,binnu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,900
740,Bintu,bintu,,bintu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,902
741,Binu,binu,,binu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,903
742,Bipin,bipin,,bipin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,904
743,Bir,bir,,bir,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,906
744,Biraj,biraj,,biraj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,907
745,Biram,biram,,biram,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,910
746,Biran,biran,,biran,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,911
747,Birij,birij,,birij,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,915
748,Birju,birju,,birju,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,917
749,Birma,birma,,birma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,918
750,Biru,biru,,biru,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,924
751,Bisto,bisto,,bisto,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,931
752,Bitoo,bitoo,,bitoo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,932
753,Bitto,bitto,,bitto,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,934
754,Bittu,bittu,,bittu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,936
755,Bivla,bivla,,bivla,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,937
756,Biwa,biwa,,biwa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,938
757,Bobbi,bobbi,,bobbi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,939
758,Bobby,bobby,,bobby,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,940
759,Bobi,bobi,,bobi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,941
760,Boby,boby,,boby,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,942
761,Bodh,bodh,,bodh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,943
762,Bodu,bodu,,bodu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,944
763,Braj,braj,,braj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,950
764,Bram,bram,,bram,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,952
765,Brij,brij,,brij,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,953
766,Brkha,brkha,,brkha,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,961
767,Bsram,bsram,,bsram,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,962
768,Budh,budh,,budh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,966
769,Budhi,budhi,,budhi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,968
770,Budho,budho,,budho,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,969
771,Budhu,budhu,,budhu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,971
772,Buhan,buhan,,buhan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,973
773,Buity,buity,,buity,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,974
774,Bulad,bulad,,bulad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,975
775,Bulet,bulet,,bulet,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,977
776,Bunda,bunda,,bunda,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,978
777,Bunti,bunti,,bunti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,981
778,Bunty,bunty,,bunty,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,982
779,Bupal,bupal,,bupal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,983
780,Busra,busra,,busra,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,987
781,Chabi,chabi,,chabi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,989
782,Chain,chain,,chain,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,991
783,Chama,chama,,chama,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,994
784,Chaya,chaya,,chaya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1049
785,Chela,chela,,chela,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1052
786,Chet,chet,,chet,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1054
787,Chinu,chinu,,chinu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1090
788,Chitu,chitu,,chitu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1098
789,Chnda,chnda,,chnda,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1100
790,Choga,choga,,choga,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1102
791,Chom,chom,,chom,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1103
792,Chosh,chosh,,chosh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1106
793,Chote,chote,,chote,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1108
794,Choti,choti,,choti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1110
795,Chotu,chotu,,chotu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1114
796,Chran,chran,,chran,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1117
797,Chtar,chtar,,chtar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1118
798,Chuni,chuni,,chuni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1122
799,Chura,chura,,chura,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1125
800,Daaud,daaud,,daaud,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1128
801,Dabbu,dabbu,,dabbu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1129
802,Dabu,dabu,,dabu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1130
803,Dakch,dakch,,dakch,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1131
804,Daks,daks,,daks,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1132
805,Daksh,daksh,,daksh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1133
806,Dal,dal,,dal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1136
807,Dali,dali,,dali,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1139
808,Dama,dama,,dama,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1145
809,Daman,daman,,daman,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1146
810,Dana,dana,,dana,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1150
811,Data,data,,data,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1165
812,Dauad,dauad,,dauad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1167
813,Dauji,dauji,,dauji,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1168
814,Dayal,dayal,,dayal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1175
815,Deba,deba,,deba,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1178
816,Deen,deen,,deen,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1181
817,Deepi,deepi,,deepi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1196
818,Deepu,deepu,,deepu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1203
819,Deeya,deeya,,deeya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1208
820,Deni,deni,,deni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1210
821,Deou,deou,,deou,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1211
822,Desh,desh,,desh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1214
823,Dev,dev,,dev,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1216
824,Deva,deva,,deva,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1217
825,Devid,devid,,devid,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1230
826,Devik,devik,,devik,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1232
827,Devki,devki,,devki,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1237
828,Devli,devli,,devli,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1239
829,Devya,devya,,devya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1242
830,Deyji,deyji,,deyji,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1244
831,Dhan,dhan,,dhan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1249
832,Dhana,dhana,,dhana,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1250
833,Dhani,dhani,,dhani,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1255
834,Dhanu,dhanu,,dhanu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1265
835,Dhapu,dhapu,,dhapu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1268
836,Dhara,dhara,,dhara,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1269
837,Dharm,dharm,,dharm,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1276
838,Dhiru,dhiru,,dhiru,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1298
839,Dhisa,dhisa,,dhisa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1299
840,Dhodi,dhodi,,dhodi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1301
841,Dhola,dhola,,dhola,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1302
842,Dholi,dholi,,dholi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1303
843,Dhram,dhram,,dhram,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1304
844,Dhruv,dhruv,,dhruv,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1313
845,Dhurv,dhurv,,dhurv,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1320
846,Dibya,dibya,,dibya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1323
847,Dil,dil,,dil,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1328
848,Dila,dila,,dila,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1329
849,Dimpu,dimpu,,dimpu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1346
850,Dimpy,dimpy,,dimpy,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1347
851,Dipa,dipa,,dipa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1351
852,Dipti,dipti,,dipti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1360
853,Dipu,dipu,,dipu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1361
854,Disha,disha,,disha,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1363
855,Dishu,dishu,,dishu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1366
856,Disi,disi,,disi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1367
857,Diti,diti,,diti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1368
858,Divy,divy,,divy,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1373
859,Diwan,diwan,,diwan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1377
860,Dixya,dixya,,dixya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1379
861,Diya,diya,,diya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1380
862,Dolat,dolat,,dolat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1381
863,Doli,doli,,doli,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1382
864,Dolo,dolo,,dolo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1385
865,Doly,doly,,doly,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1386
866,Dord,dord,,dord,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1388
867,Druga,druga,,druga,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1394
868,Dukhi,dukhi,,dukhi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1395
869,Dulal,dulal,,dulal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1396
870,Dular,dular,,dular,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1397
871,Dund,dund,,dund,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1402
872,Duni,duni,,duni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1403
873,Dur,dur,,dur,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1404
874,Durg,durg,,durg,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1406
875,Durga,durga,,durga,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1407
876,Dya,dya,,dya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1423
877,Ebane,ebane,,ebane,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1424
878,Edris,edris,,edris,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1425
879,Ekata,ekata,,ekata,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1427
880,Ekram,ekram,,ekram,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1428
881,Eldro,eldro,,eldro,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1430
882,Elwin,elwin,,elwin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1432
883,Emran,emran,,emran,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1434
884,Evan,evan,,evan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1440
885,Ezaz,ezaz,,ezaz,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1441
886,Fahim,fahim,,fahim,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1444
887,Faim,faim,,faim,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1448
888,Faiz,faiz,,faiz,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1452
889,Fakir,fakir,,fakir,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1459
890,Fanni,fanni,,fanni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1463
891,Faqir,faqir,,faqir,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1464
892,Fara,fara,,fara,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1465
893,Farah,farah,,farah,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1466
894,Faran,faran,,faran,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1469
895,Farha,farha,,farha,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1474
896,Farid,farid,,farid,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1483
897,Farku,farku,,farku,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1489
898,Faroj,faroj,,faroj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1493
899,Fateh,fateh,,fateh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1497
900,Fatma,fatma,,fatma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1500
901,Fauji,fauji,,fauji,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1503
902,Fazaz,fazaz,,fazaz,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1505
903,Fazia,fazia,,fazia,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1506
904,Fazin,fazin,,fazin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1507
905,Feru,feru,,feru,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1511
906,Fida,fida,,fida,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1514
907,Fija,fija,,fija,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1515
908,Firoj,firoj,,firoj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1521
909,Firoz,firoz,,firoz,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1523
910,Firtu,firtu,,firtu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1525
911,Fiyaz,fiyaz,,fiyaz,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1527
912,Fiza,fiza,,fiza,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1528
913,Fool,fool,,fool,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1529
914,Foola,foola,,foola,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1530
915,For,for,,for,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1534
916,Fozia,fozia,,fozia,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1539
917,Fra,fra,,fra,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1540
918,Frra,frra,,frra,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1542
919,Fuli,fuli,,fuli,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1543
920,Fulo,fulo,,fulo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1546
921,Gafur,gafur,,gafur,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1551
922,Gagan,gagan,,gagan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1552
923,Gajla,gajla,,gajla,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1560
924,Gali,gali,,gali,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1563
925,Galu,galu,,galu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1565
926,Gamer,gamer,,gamer,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1567
927,Gango,gango,,gango,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1577
928,Gappu,gappu,,gappu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1583
929,Gargi,gargi,,gargi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1584
930,Garib,garib,,garib,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1585
931,Garsh,garsh,,garsh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1587
932,Garv,garv,,garv,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1589
933,Gattu,gattu,,gattu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1590
934,Gaura,gaura,,gaura,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1591
935,Gawri,gawri,,gawri,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1597
936,Geesa,geesa,,geesa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1602
937,Geet,geet,,geet,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1603
938,Geetu,geetu,,geetu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1607
939,Gen,gen,,gen,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1608
940,Genda,genda,,genda,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1609
941,Gendi,gendi,,gendi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1610
942,Gendu,gendu,,gendu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1611
943,Ghan,ghan,,ghan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1613
944,Gila,gila,,gila,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1623
945,Giri,giri,,giri,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1626
946,Girja,girja,,girja,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1633
947,Gokul,gokul,,gokul,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1644
948,Goldi,goldi,,goldi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1647
949,Goldy,goldy,,goldy,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1648
950,Gollu,gollu,,gollu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1649
951,Golu,golu,,golu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1650
952,Gomti,gomti,,gomti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1652
953,Gona,gona,,gona,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1653
954,Goopi,goopi,,goopi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1655
955,Gopi,gopi,,gopi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1658
956,Gora,gora,,gora,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1660
957,Gorav,gorav,,gorav,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1661
958,Gori,gori,,gori,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1664
959,Gorv,gorv,,gorv,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1666
960,Gosia,gosia,,gosia,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1667
961,Gotam,gotam,,gotam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1668
962,Grace,grace,,grace,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1676
963,Grish,grish,,grish,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1677
964,Groti,groti,,groti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1678
965,Guddi,guddi,,guddi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1681
966,Guddo,guddo,,guddo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1684
967,Guddu,guddu,,guddu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1685
968,Gudia,gudia,,gudia,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1686
969,Gudya,gudya,,gudya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1688
970,Gugna,gugna,,gugna,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1691
971,Gul,gul,,gul,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1692
972,Gulam,gulam,,gulam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1699
973,Guman,guman,,guman,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1734
974,Guni,guni,,guni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1737
975,Gunja,gunja,,gunja,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1738
976,Gur,gur,,gur,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1740
977,Guru,guru,,guru,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1758
978,Gutam,gutam,,gutam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1765
979,Gya,gya,,gya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1766
980,Gyaan,gyaan,,gyaan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1767
981,Gyan,gyan,,gyan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1768
982,Gyanu,gyanu,,gyanu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1772
983,Gytri,gytri,,gytri,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1776
984,Habib,habib,,habib,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1777
985,Hafsa,hafsa,,hafsa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1781
986,Haji,haji,,haji,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1786
987,Hakam,hakam,,hakam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1789
988,Halke,halke,,halke,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1793
989,Halki,halki,,halki,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1794
990,Hamid,hamid,,hamid,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1797
991,Hamim,hamim,,hamim,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1799
992,Hamza,hamza,,hamza,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1801
993,Handu,handu,,handu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1802
994,Hani,hani,,hani,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1804
995,Hanif,hanif,,hanif,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1805
996,Hanni,hanni,,hanni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1807
997,Hanny,hanny,,hanny,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1808
998,Hansa,hansa,,hansa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1809
999,Happy,happy,,happy,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1814
1000,Har,har,,har,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,1815
